,t,E,Ek,Ep,T,P
403,4.03,-650.8725215148668,309.49001425165625,-960.362535766523,0.809124220265768,-0.36520042724220037
404,4.04,-651.000339464594,308.8141938646728,-959.8145333292669,0.8073573695808439,-0.37106690381936275
405,4.05,-651.0676136872873,307.1832866464525,-958.2509003337398,0.8030935598600064,-0.3687301503529795
406,4.0600000000000005,-650.9883281287421,304.89110157209706,-955.8794297008391,0.7971009191427374,-0.3598643263238731
407,4.07,-650.8260034751854,302.39995883439127,-953.2259623095766,0.7905881276716111,-0.3484413509649712
408,4.08,-650.5797319600233,299.88428850280445,-950.4640204628278,0.7840112117720378,-0.33649373756086204
409,4.09,-650.2124205748994,298.17217446866005,-948.3845950435594,0.7795350966500916,-0.3309177273368412
410,4.1,-649.8373296676644,298.34226244193167,-948.1795921095961,0.7799797710900175,-0.34104145607105313
411,4.11,-649.4758353068511,300.11835350845683,-949.5941888153079,0.7846231464273381,-0.36555342945261005
412,4.12,-649.2776654569982,302.44115503602916,-951.7188204930274,0.7906958301595534,-0.397057203635994
413,4.13,-649.124680985132,304.4776774164022,-953.6023584015342,0.7960200716768684,-0.42816202932914127
414,4.14,-649.0483605311949,306.0835293619476,-955.1318898931426,0.8002183774168565,-0.4570877352057844
415,4.15,-649.0526000294166,308.2656720466632,-957.3182720760798,0.8059233256121914,-0.4904276465562373
416,4.16,-649.181315253956,311.3965178647019,-960.5778331186578,0.8141085434371291,-0.5303387359895136
417,4.17,-649.600973455548,313.97626666062513,-963.5772401161731,0.8208529847336604,-0.5655393005394473
418,4.18,-649.9341875192415,315.098788389068,-965.0329759083095,0.8237876820629229,-0.5865568670470404
419,4.19,-650.4587232648396,315.0147454335213,-965.4734686983609,0.8235679619177027,-0.5952167127272201
420,4.2,-650.9057665635142,314.10740175469687,-965.0131683182111,0.8211958215809069,-0.5927603568278512
421,4.21,-651.202779275515,312.59197337962684,-963.7947526551418,0.8172339173323577,-0.5803527297751967
422,4.22,-651.4640502806163,310.29079495397525,-961.7548452345916,0.8112177645855562,-0.5573355309837811
423,4.23,-651.5504402696392,306.8277666727037,-958.3782069423429,0.8021640958763496,-0.5210584887265163
424,4.24,-651.5567104292459,302.5621913603986,-954.1189017896444,0.791012264994506,-0.47576079018764544
425,4.25,-651.2789626660482,298.77634315917715,-950.0553058252253,0.7811146226383716,-0.4318874947890192
426,4.26,-650.8718543056846,296.7154791321543,-947.5873334378389,0.7757267428291617,-0.4012879460277182
427,4.2700000000000005,-650.4330555336965,296.85272453992434,-947.2857800736208,0.7760855543527434,-0.38949769501556986
428,4.28,-650.0364388300775,298.9822144448833,-949.0186532749608,0.7816528482219172,-0.395955348736999
